"ilad";"ilcead";"mahallead";"tha_ihdas_adano";"tha_ihdas_parselno";"mukerrer_adano";"mukerrer_parselno";"kesisen_alan_m2";"islemtanimad";"basvuruno";"kad_basvuru_olusturmatarihi";"kad_fenkayitno";"kad_fenkayittarih";"tescilyevmiyeno";"tesciltarih";"olusanparselid";"tha_geom";"mukerrer_parsel_durum";"mukerrer_parsel_onaydurum";"mukerrer_parsel_geom"
DİYARBAKIR;SİLVAN;YUVA;"0";"1769";"473";"1";2974.96;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11695463;2026-04-01 15:52:52.000;263;2026-04-01 15:53:10.000;4942;2026-04-06 13:00:34.000;750336176;POLYGON ((41.091290300385 38.066522627716, 41.094113207349 38.066122575511, 41.094285907617 38.066313343668, 41.094355357168 38.066375430061, 41.094420329463 38.066448315433, 41.095513651754 38.06621993065, 41.095423015525 38.066984592415, 41.095253620501 38.067001665572, 41.094390074138 38.067157223138, 41.094247556784 38.06710598746, 41.094047677595 38.067144860525, 41.093956771564 38.067093515276, 41.093903056973 38.067023851957, 41.093769535013 38.066880486381, 41.09372195985 38.066910249053, 41.093686809591 38.06695882696, 41.093422528161 38.067050070301, 41.093376079703 38.067183311657, 41.093265485034 38.067220682576, 41.093078160369 38.067312295809, 41.093039180078 38.06751170093, 41.092929588088 38.067584273927, 41.092922199883 38.067716819274, 41.09282848239 38.067762716719, 41.092751336803 38.067646254192, 41.092641064048 38.067651206465, 41.092505596242 38.067799364491, 41.092322329072 38.067833524982, 41.092184893589 38.067716710046, 41.092178354881 38.067487219245, 41.09211823495 38.067380647358, 41.091913069538 38.067386012074, 41.091946116687 38.067582152658, 41.091934538214 38.067747650817, 41.091781951084 38.06788287147, 41.091072312539 38.0665808665, 41.091290300385 38.066522627716));3;1;POLYGON ((41.095365664631 38.066944148598, 41.094163437842 38.066096356262, 41.09137679281 38.066456908324, 41.088189410774 38.063815453622, 41.087906604947 38.062396043209, 41.086265479174 38.059180389433, 41.085578923097 38.05861247395, 41.085636756433 38.057559098778, 41.085550444774 38.05711164337, 41.085071121625 38.055750741595, 41.084605159361 38.05510096624, 41.084389384808 38.05403742721, 41.084856048581 38.053120877363, 41.087126442139 38.053843617971, 41.092825344532 38.055369647604, 41.092683583509 38.055581793567, 41.092119006083 38.057208322388, 41.092110371764 38.058228612085, 41.093521589782 38.059816868008, 41.09381820654 38.060387681332, 41.094271421187 38.061910717214, 41.094272835621 38.062197768675, 41.094365393046 38.0630278279, 41.094832609571 38.064504289195, 41.095552958164 38.065845811007, 41.095365664631 38.066944148598), (41.092349403823 38.060377150111, 41.092348911548 38.060413182003, 41.092303339102 38.060412792776, 41.092303831398 38.060376760885, 41.092349403823 38.060377150111), (41.089320590421 38.059449820475, 41.089320096677 38.059485852342, 41.089274524846 38.059485461948, 41.089275018612 38.059449430082, 41.089320590421 38.059449820475), (41.08645469803 38.054040419163, 41.086454202971 38.054076451033, 41.086408634532 38.05407605957, 41.086409129613 38.054040027702, 41.08645469803 38.054040419163))
ELAZIĞ;MERKEZ;AKSARAY;"510";"94";"510";"92";245.30;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11916784;2026-06-04 10:05:57.000;2355;2026-06-04 10:06:24.000;37745;2026-06-10 16:54:19.000;752018048;POLYGON ((39.2359177971699 38.6614428355563, 39.235313751104 38.6613450478515, 39.2349334576439 38.6613099593899, 39.2347524475736 38.6612932071028, 39.2343915768902 38.6612597894671, 39.2344090853472 38.6609951281185, 39.2344192511761 38.6609970229397, 39.2347245039687 38.6610586754188, 39.234761808373 38.6610663565161, 39.2358069574839 38.6612562676176, 39.2359195365859 38.6613694758853, 39.2359177971699 38.6614428355563));3;1;POLYGON ((39.234918493913 38.661291494956, 39.23529878409 38.661326637848, 39.23664751397 38.661544937468, 39.23748321916 38.66183838205, 39.237896673739 38.662190227652, 39.239117739232 38.662374329508, 39.239195009364 38.662400703204, 39.239227253201 38.662423971541, 39.239266222383 38.662480931708, 39.239423851363 38.662912597699, 39.239010203621 38.662972548117, 39.239219113475 38.663670234059, 39.239258541743 38.663801860977, 39.239314734866 38.663790295852, 39.239337261017 38.663857778235, 39.23908720701 38.663909238388, 39.239239745529 38.664365308055, 39.235805573401 38.665006324396, 39.235602887398 38.665030262938, 39.235068651063 38.665058826924, 39.233968316286 38.664928124046, 39.233917525177 38.664927108566, 39.23376838873 38.664454926269, 39.234133714714 38.664373766831, 39.233907775029 38.663314259483, 39.232615183909 38.66351641823, 39.232641673679 38.663400678232, 39.232657222754 38.663306122574, 39.23264941347 38.6632348709, 39.232682998709 38.662860582299, 39.232740256684 38.661687213222, 39.232747551089 38.661537728739, 39.232829305669 38.661419642098, 39.233192254354 38.661381729168, 39.234270157764 38.661426402336, 39.234324782374 38.661389709069, 39.234355861496 38.661350740608, 39.234365469459 38.661305445977, 39.234376601284 38.661241328651, 39.234737480091 38.66127474273, 39.234918493913 38.661291494956))
ELAZIĞ;MERKEZ;AKSARAY;"510";"93";"510";"92";386.45;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11916801;2026-06-04 10:08:20.000;2356;2026-06-04 10:08:31.000;37744;2026-06-10 16:49:42.000;752018888;POLYGON ((39.23904353936 38.6623793552153, 39.2379115671191 38.6622086395527, 39.2374981663509 38.6618568063341, 39.2366625017497 38.6615633894968, 39.2361467424748 38.6614798981284, 39.2361480203125 38.6614259982659, 39.2362869397853 38.6613400067347, 39.2368854828569 38.6614427924028, 39.238629340501 38.6616678506814, 39.2391040144668 38.6617065971671, 39.2391841041757 38.6617907644462, 39.23904353936 38.6623793552153));3;1;POLYGON ((39.234918493913 38.661291494956, 39.23529878409 38.661326637848, 39.23664751397 38.661544937468, 39.23748321916 38.66183838205, 39.237896673739 38.662190227652, 39.239117739232 38.662374329508, 39.239195009364 38.662400703204, 39.239227253201 38.662423971541, 39.239266222383 38.662480931708, 39.239423851363 38.662912597699, 39.239010203621 38.662972548117, 39.239219113475 38.663670234059, 39.239258541743 38.663801860977, 39.239314734866 38.663790295852, 39.239337261017 38.663857778235, 39.23908720701 38.663909238388, 39.239239745529 38.664365308055, 39.235805573401 38.665006324396, 39.235602887398 38.665030262938, 39.235068651063 38.665058826924, 39.233968316286 38.664928124046, 39.233917525177 38.664927108566, 39.23376838873 38.664454926269, 39.234133714714 38.664373766831, 39.233907775029 38.663314259483, 39.232615183909 38.66351641823, 39.232641673679 38.663400678232, 39.232657222754 38.663306122574, 39.23264941347 38.6632348709, 39.232682998709 38.662860582299, 39.232740256684 38.661687213222, 39.232747551089 38.661537728739, 39.232829305669 38.661419642098, 39.233192254354 38.661381729168, 39.234270157764 38.661426402336, 39.234324782374 38.661389709069, 39.234355861496 38.661350740608, 39.234365469459 38.661305445977, 39.234376601284 38.661241328651, 39.234737480091 38.66127474273, 39.234918493913 38.661291494956))
ELAZIĞ;MERKEZ;BİZMİŞEN;"2669";"21";"252";"1";5100.44;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11986838;2026-06-20 14:53:07.000;2785;2026-06-20 14:53:46.000;40650;2026-06-20 18:36:23.000;752429233;POLYGON ((39.1394930758189 38.6317324049313, 39.138856238188 38.6317238378513, 39.1387606067316 38.6317243106759, 39.1386651087441 38.6317283005657, 39.1385699543371 38.6317357987425, 39.1384753528663 38.631746788709, 39.1383815124712 38.6317612462855, 39.1383704206859 38.6317633832921, 39.1382886137751 38.6317791114373, 39.1381968932301 38.6318003893523, 39.1381145973341 38.6318228904547, 39.1381066113024 38.6318250688729, 39.1380178563383 38.6318530036534, 39.1379308690275 38.6318841723525, 39.1378458407601 38.6319185063933, 39.137762958617 38.6319559302347, 39.1376824049577 38.6319963615371, 39.1376043570198 38.6320397113439, 39.1373807118552 38.6321702123443, 39.137304071952 38.63208646458, 39.1390338551291 38.6311874363558, 39.1395162562968 38.6316970151861, 39.1394930758189 38.6317324049313));3;1;POLYGON ((39.137285103315 38.632096321917, 39.139392825837 38.631000859765, 39.142306390871 38.629307382808, 39.144372988649 38.629596071978, 39.144120950936 38.630706027337, 39.145364713239 38.63087979053, 39.146901187796 38.631094431433, 39.146916427164 38.631133598475, 39.144079595562 38.633282276293, 39.144057228802 38.63329653697, 39.144032099025 38.633307467967, 39.144004894778 38.633314798188, 39.143976419455 38.633318256391, 39.143947706868 38.633317931388, 39.143919445746 38.633313642165, 39.143892669902 38.633305477533, 39.143867954475 38.633293887203, 39.143846333636 38.633279140153, 39.143258166516 38.632801340174, 39.143219866484 38.63277319104, 39.143178241846 38.632748018706, 39.14313375288 38.63272627302, 39.143086744122 38.632707953558, 39.143037560824 38.632693420228, 39.142986892057 38.632682672184, 39.142935082711 38.632675889171, 39.142882707189 38.632673160567, 39.142487278762 38.63266751715, 39.14242367832 38.632621922433, 39.142416920812 38.632573195677, 39.142404404251 38.632516008114, 39.142387409959 38.632459456581, 39.142344939602 38.63235483164, 39.142315662233 38.632300997532, 39.142279950696 38.632245729911, 39.142239649125 38.632192359604, 39.142194987753 38.632141156577, 39.142146081962 38.632092390935, 39.142093276649 38.632046242419, 39.142036687017 38.632002891051, 39.14197654329 38.631962606795, 39.141913190001 38.631925389229, 39.141846972392 38.63189159826, 39.141777890637 38.631861323968, 39.141706519131 38.631834655734, 39.141633087733 38.631811683359, 39.141557826478 38.631792586729, 39.141481194736 38.631777365282, 39.141403422539 38.631766198906, 39.141324854233 38.631758997099, 39.14124813177 38.631756026919, 39.138856187483 38.63172384777, 39.138760637182 38.631724321462, 39.138665093647 38.631728308312, 39.138569901398 38.631735807911, 39.138475404958 38.631746819852, 39.138381489294 38.63176125419, 39.138288613774 38.631779110384, 39.138196893229 38.631800388299, 39.138106557339 38.631825087669, 39.138017835436 38.631853028058, 39.137930842356 38.631884209336, 39.137845807608 38.631918541153, 39.1377629607 38.631955933159, 39.137682416473 38.631996385223, 39.137604404265 38.632039716916, 39.137361282437 38.632181577289, 39.137285103315 38.632096321917))
ELAZIĞ;MERKEZ;RÜSTEMPAŞA;"6022";"2";"6022";"2";1539.75;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11916902;2026-06-04 10:20:34.000;2360;2026-06-04 10:20:43.000;37839;2026-06-11 10:00:43.000;752019690;POLYGON ((39.2322821876008 38.6700613399388, 39.2322500135569 38.6700592059378, 39.2319166956398 38.6697414000408, 39.2321996801648 38.6695547282198, 39.2325498177108 38.6698807617259, 39.2322821876008 38.6700613399388));3;1;POLYGON ((39.232282187599 38.670061338885, 39.232250013555 38.670059204884, 39.231916695638 38.669741398987, 39.232199680163 38.669554727166, 39.232549817709 38.669880760672, 39.232282187599 38.670061338885))
ELAZIĞ;PALU;ÇARŞI;"561";"1";"59";"1";235.68;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11940253;2026-06-10 10:43:15.000;104;2026-06-10 10:43:26.000;2596;2026-06-11 14:34:59.000;752145853;POLYGON ((39.9134648856314 38.6889415772319, 39.9139466063839 38.6876825910301, 39.914367925102 38.6874965688979, 39.9145388014618 38.6873784622929, 39.9148519159408 38.6872595842115, 39.9141673978924 38.6880654788299, 39.9140548294794 38.688304846094, 39.9138390981424 38.688469468031, 39.9138058488325 38.688562972213, 39.9138371133564 38.688805653977, 39.9137992571294 38.689029245484, 39.9137655299674 38.68933132626, 39.9138454162334 38.68945829952, 39.9137773560724 38.6895226301319, 39.9136415162554 38.68967337323, 39.9135867268215 38.6897964912069, 39.9135322256844 38.689909147517, 39.9134384232854 38.6898246035938, 39.9135945068144 38.689489223619, 39.9134648856314 38.6889415772319));3;1;POLYGON ((39.9168929727102 38.6883212029986, 39.917434347038 38.688539262345, 39.9173315873308 38.6888651371041, 39.9176070534351 38.6889825341552, 39.9174311567819 38.6891305246846, 39.9166539261056 38.6888190000358, 39.9160365041557 38.6885738362113, 39.9158823546939 38.6887153860685, 39.9157691057104 38.6887873083254, 39.9157544240585 38.689008008634, 39.9157042640012 38.689020553182, 39.9153415457146 38.6892628012484, 39.913998305781 38.6890888798887, 39.9139365074215 38.6886592623826, 39.9139643044173 38.6884054911215, 39.9141706564817 38.6880105143572, 39.9149324378292 38.6871795232372, 39.9157204845861 38.6862990364678, 39.9161366623212 38.6863330546215, 39.9168143608096 38.6863821739243, 39.9173903288289 38.6873970963649, 39.9168929727102 38.6883212029986))
ERZİNCAN;TERCAN;MERCAN;"0";"1507";"0";"278";1312.23;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11973026;2026-06-17 14:06:30.000;88;2026-06-17 14:06:43.000;4805;2026-06-25 10:47:48.000;752546130;POLYGON ((40.258452685711 39.7541762251217, 40.2595213334749 39.7538250693854, 40.2596453616294 39.7538640335777, 40.2593037931026 39.7540029201517, 40.2591653821959 39.7540590984324, 40.2586986164517 39.7542420674819, 40.2585686653406 39.7542931114444, 40.2584938053607 39.7543120750124, 40.258452685711 39.7541762251217));3;1;POLYGON ((40.258360955844 39.753775578924, 40.258229032075 39.753273655977, 40.258223747818 39.752939679658, 40.260122511077 39.752696364043, 40.260413367487 39.753034059068, 40.260527223313 39.753370156833, 40.260596095891 39.753481030698, 40.260889562571 39.753787891085, 40.26007901165 39.754103838475, 40.259554244944 39.754505307674, 40.259360135787 39.755208566425, 40.259069869472 39.755202415761, 40.258842444238 39.754983672708, 40.258103706941 39.75455633441, 40.258360955844 39.753775578924))
KONYA;BEYŞEHİR;DUMANLI;"155";"179";"223";"1";3828.09;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11976419;2026-06-18 09:54:13.000;1153;2026-06-18 09:54:30.000;16433;2026-06-19 12:05:39.000;752397132;POLYGON ((31.3648527258569 37.5164064695416, 31.3648595210416 37.5164002775118, 31.3648773884896 37.5163818486905, 31.3648885903721 37.5163682715434, 31.3648942748341 37.516360595259, 31.3649044258226 37.516345145158, 31.3649118915653 37.5163318451686, 31.3649173686953 37.5163205661977, 31.3649250425683 37.5163012689978, 31.3649297733336 37.5162856534339, 31.3649335559228 37.5162682964066, 31.3649352141091 37.5162569530091, 31.3649361709414 37.5162466808597, 31.3649366455426 37.5162339020566, 31.364936380648 37.516222080477, 31.364935098599 37.5162073306633, 31.3649332625202 37.5161953000881, 31.3649286676803 37.5161755322446, 31.3649203566855 37.5161515856709, 31.3649067402603 37.5161240100941, 31.3648709072514 37.5160620795195, 31.3648206243961 37.5159751749222, 31.3647345088813 37.5158263396771, 31.3647214291073 37.5158069371141, 31.3647069709005 37.5157904371486, 31.3646944084019 37.5157787384987, 31.3646773083555 37.5157655772634, 31.364661726037 37.5157557036536, 31.3646477164818 37.515748216394, 31.3646221582141 37.5157373583899, 31.3645983222236 37.5157299984714, 31.3645822229843 37.5157263578752, 31.3645648105791 37.5157235374854, 31.3645452899658 37.5157216914765, 31.3645270079439 37.5157211878657, 31.3645169053989 37.5157214131243, 31.3645131225047 37.5157216257069, 31.3645077610541 37.5157219269975, 31.3644935883947 37.5157233119749, 31.3644531652561 37.5157313768364, 31.3644948713025 37.515719689581, 31.3648641611844 37.5156165208607, 31.3656924269203 37.5163485034126, 31.3656013394039 37.5163615560653, 31.3655178799096 37.5163712106076, 31.3653675129493 37.5163918918556, 31.3651044065968 37.516421800958, 31.3649749004462 37.5164472074492, 31.3648670808959 37.5164667710687, 31.3648527680791 37.5164688219645, 31.3647608974464 37.5164860018108, 31.3647563793388 37.5164823656551, 31.3648389059573 37.5164179401834, 31.3648527258569 37.5164064695416));3;1;POLYGON ((31.365692426905 37.516348503415, 31.364852768063 37.516468821967, 31.364760897431 37.516486001813, 31.36468511306 37.516550997567, 31.364657924836 37.516626180947, 31.364644024354 37.516717687539, 31.364740760232 37.516742089381, 31.364826405647 37.516772622905, 31.364946084598 37.516794907188, 31.365102717981 37.51679245008, 31.365390706525 37.516726094758, 31.365478600266 37.516686402475, 31.365650112625 37.516604286287, 31.365790503677 37.516458080152, 31.365894017423 37.516443247761, 31.365658860858 37.516706031259, 31.365578753406 37.516774429741, 31.365484315418 37.516821302399, 31.365371140145 37.516850955085, 31.364884981186 37.516862766159, 31.364640546885 37.516854106855, 31.364496449769 37.516844432355, 31.364356197853 37.516826016664, 31.36434722888 37.516801735879, 31.36484181598 37.51641563252, 31.364911908501 37.516332410212, 31.364936798681 37.516224559252, 31.36490844573 37.516126921793, 31.364734508868 37.515826303775, 31.364680784514 37.51576799986, 31.364602676138 37.515731125705, 31.364494871287 37.515719689583, 31.364864161169 37.515616520863, 31.365692426905 37.516348503415))
KONYA;MERAM;DERE;"48234";"2";"48234";"1";2320.46;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11976330;2026-06-18 09:45:34.000;2692;2026-06-18 10:08:49.000;32983;2026-06-19 14:33:11.000;752397281;POLYGON ((32.2358585609264 37.7543157127169, 32.2358241501099 37.7543322107745, 32.2357877726926 37.7543457911842, 32.2357498197446 37.7543563079517, 32.2344661712992 37.7546537031302, 32.2344450422479 37.7546074400094, 32.2345988161894 37.75436742062, 32.2352356907619 37.7542473988327, 32.2353582434664 37.7542936133182, 32.2354614072664 37.7543203283649, 32.2355737635629 37.7543242896426, 32.2358803246363 37.7543026587188, 32.2358585609264 37.7543157127169));3;1;POLYGON ((32.234320038434 37.754687558094, 32.234501256194 37.75440692971, 32.234549907615 37.754376637495, 32.235332674429 37.754229121501, 32.235413759358 37.754178633882, 32.235643781053 37.753822415963, 32.235720810528 37.753762836095, 32.236026061875 37.753646482394, 32.236093294976 37.753670183881, 32.236101341897 37.753691790681, 32.236024798402 37.754105544112, 32.236016902683 37.754136838507, 32.236004968233 37.754167315571, 32.235989123346 37.754196647666, 32.235969538354 37.754224519462, 32.235946423799 37.75425063133, 32.235920028166 37.754274702558, 32.235890635215 37.754296474372, 32.235858560926 37.754315712717, 32.23582415011 37.754332210775, 32.235787772693 37.754345791184, 32.235749819745 37.754356307952, 32.234320038434 37.754687558094))
KONYA;YALIHÜYÜK;AŞAĞIMAHALLE;"315";"3";"315";"1";1567.02;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11976418;2026-06-18 09:53:54.000;32;2026-06-18 10:05:55.000;365;2026-06-19 14:38:43.000;752399923;POLYGON ((32.0854789819909 37.2956149518653, 32.0854573845345 37.295463675458, 32.0855067931491 37.2954124608461, 32.086047528121 37.2953498444121, 32.0860954848833 37.2953831887675, 32.0860917834369 37.2956028338803, 32.0860517931149 37.2956351385874, 32.0855229139979 37.2956455088593, 32.0854789819909 37.2956149518653));3;1;POLYGON ((32.086064495351 37.29520994323, 32.086097594874 37.295257980904, 32.086091783437 37.295602833879, 32.086051793115 37.295635138586, 32.085522913998 37.295645508858, 32.085478981991 37.295614951864, 32.085379071518 37.294915140173, 32.085420725254 37.294893963522, 32.086064495351 37.29520994323))
KONYA;YALIHÜYÜK;AŞAĞIMAHALLE;"320";"1";"318";"2/P1";264.46;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11976408;2026-06-18 09:52:21.000;31;2026-06-18 10:05:49.000;363;2026-06-19 14:05:18.000;752399748;POLYGON ((32.0819895571979 37.2908958031613, 32.0817718892029 37.2909846307204, 32.0817596050722 37.2909649941235, 32.0817869799454 37.290850595721, 32.0819577266732 37.2907840340652, 32.082004086775 37.2908599487894, 32.0819895571979 37.2908958031613));3;1;POLYGON ((32.081750459217 37.290950374161, 32.081771386508 37.290843047593, 32.081951773598 37.290772638212, 32.082005427957 37.290856639176, 32.081989557198 37.29089580316, 32.081771889203 37.290984630719, 32.081750459217 37.290950374161))
KONYA;YALIHÜYÜK;AŞAĞIMAHALLE;"315";"2";"315";"1";1074.07;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11976430;2026-06-18 09:55:10.000;33;2026-06-18 10:06:00.000;364;2026-06-19 14:24:42.000;752399830;POLYGON ((32.0854207252539 37.2948939635234, 32.0858469835736 37.2951031825909, 32.0858488433886 37.2951729352649, 32.0857942413447 37.2952244347464, 32.0854528979867 37.2952639615094, 32.0854266719129 37.2952485517969, 32.0853790715179 37.2949151401743, 32.0854207252539 37.2948939635234));3;1;POLYGON ((32.086064495351 37.29520994323, 32.086097594874 37.295257980904, 32.086091783437 37.295602833879, 32.086051793115 37.295635138586, 32.085522913998 37.295645508858, 32.085478981991 37.295614951864, 32.085379071518 37.294915140173, 32.085420725254 37.294893963522, 32.086064495351 37.29520994323))
KÜTAHYA;SİMAV;NAŞA/FATİH;"174";"1340";"232";"11";9146.54;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11948192;2026-06-11 14:50:39.000;781;2026-06-11 14:50:45.000;11477;2026-06-17 16:51:34.000;752215942;POLYGON ((28.9643335872247 39.1648067649287, 28.9647956337077 39.1658379854378, 28.9654405741407 39.1656834414197, 28.9654665586887 39.1665199289988, 28.9654210190257 39.1665429830527, 28.9653737456947 39.1665936198138, 28.9653448566827 39.1666295858178, 28.9653417468548 39.166635046406, 28.9652396155305 39.1666993268229, 28.9652942019917 39.1668104636215, 28.9652980817607 39.1668578898558, 28.9653192258377 39.1669270729118, 28.9653324463857 39.1669623779107, 28.9653600314997 39.1670154042608, 28.9653878137737 39.1670549782738, 28.9654212553137 39.1671015020588, 28.9654673800717 39.1671595226708, 28.9654973628097 39.1672001511237, 28.9655650228467 39.1672704370727, 28.9655893868447 39.1673013562788, 28.9656392840857 39.1673438863728, 28.9657176294137 39.1674108173248, 28.9657676076507 39.1674478284598, 28.9658142616997 39.1674759109537, 28.9658392794473 39.1674878950605, 28.966264342967 39.1679195860395, 28.9659838299629 39.1681556353331, 28.9658373478941 39.1681313969471, 28.9652626936443 39.168082896739, 28.9650221675939 39.1681071487597, 28.9647436367467 39.1680555286272, 28.9646860388806 39.1680238180664, 28.9647086813206 39.1679590630769, 28.9644255898303 39.1678032059039, 28.9641548658573 39.1676973075037, 28.9639055683752 39.1675464381357, 28.9637328176124 39.1674658406263, 28.963530686428 39.1673788623447, 28.9634234250966 39.1673630163401, 28.963313166191 39.1672453085306, 28.9629743642666 39.1670046126485, 28.9627411624664 39.1669335579296, 28.9627221032222 39.1669553695977, 28.9625630026995 39.1668915311137, 28.9620681756028 39.1669176720675, 28.9620443990826 39.1668902438589, 28.9622795685564 39.1666653534741, 28.9623749546306 39.1665747872754, 28.9626799487981 39.1662853215299, 28.9627233797961 39.1662433545079, 28.962765807951 39.1662006964491, 28.9628072188811 39.1661575108348, 28.9628475984371 39.1661136634005, 28.9628869329347 39.166069318032, 28.9629252089316 39.16602434086, 28.962937469436 39.1660093525887, 28.9630163599335 39.1659097035977, 28.9637191153595 39.1649954996688, 28.9640750667393 39.1646754162041, 28.9641008354637 39.1646792556327, 28.9638525942517 39.1649088221638, 28.9640829710517 39.1650411255468, 28.9643335872247 39.1648067649287));3;1;POLYGON ((28.965036464786 39.166704445935, 28.963829868633 39.165377814135, 28.963644093682 39.165173552277, 28.963580957048 39.165175438897, 28.963719115357 39.164995578264, 28.963829960956 39.164895902605, 28.963975421653 39.164765099422, 28.964075066737 39.164675494799, 28.964225361107 39.164564175617, 28.964795633708 39.165837985437, 28.965168249965 39.166670397201, 28.965036464786 39.166704445935), (28.964230234688 39.164903414034, 28.964193778543 39.164937505552, 28.964082971052 39.165041125546, 28.963852594252 39.164908822163, 28.963977088205 39.164793693894, 28.964080423092 39.1646981325, 28.964100835464 39.164679255632, 28.964131965329 39.164683893839, 28.964230234688 39.164903414034))
MALATYA;ARAPGİR;KAZANÇ;"0";"1420";"0";"817";353.98;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);12012544;2026-06-26 11:24:28.000;711;2026-06-26 11:44:15.000;4611;2026-06-29 16:33:27.000;752626524;POLYGON ((38.5481148816616 38.7868205302016, 38.5479706413437 38.7868572360784, 38.5478432726291 38.7868557847197, 38.5476793610799 38.7868225576986, 38.5475258927199 38.7868366153626, 38.5473340281745 38.7868135516607, 38.5469659142866 38.7868541854359, 38.547513026669 38.7866068991316, 38.5470161354094 38.7861046791446, 38.5465395223365 38.7862201466115, 38.5465793532261 38.7861092821352, 38.5464642110496 38.7860572241089, 38.5464869138443 38.7858704323795, 38.5462947851272 38.7858734686204, 38.5462699096 38.7858093083591, 38.5462159464653 38.7856988604225, 38.546203795625 38.7856664788421, 38.5463581055597 38.7856166936546, 38.5465260264099 38.7856813870776, 38.5468194876868 38.7852637504219, 38.5469106210955 38.7853730848439, 38.5480442849083 38.7854785371742, 38.5481837233587 38.7853067126871, 38.5481902823258 38.7855538684188, 38.5488061707545 38.7856941004361, 38.5495988101443 38.7857360851933, 38.5504353733307 38.7861737069242, 38.5502066568718 38.7856891486763, 38.5498313440931 38.7852129764106, 38.5495777174296 38.7849464279331, 38.5487767557014 38.7845863843035, 38.5482862915138 38.784611405268, 38.5482302676432 38.7847938621161, 38.5479355379009 38.7846565922202, 38.5477069681146 38.7847434410245, 38.5474734612477 38.7845724155364, 38.5469569013542 38.7839624613604, 38.5469297276692 38.7837985249146, 38.5480151664033 38.7840180173231, 38.5482063280592 38.7843738456748, 38.5485522710848 38.784301535934, 38.548763486255 38.7841693324607, 38.5498354045639 38.7843860718576, 38.5503065607746 38.7842821793955, 38.5503258102338 38.7843118328624, 38.550452799766 38.7844273722368, 38.5506527902103 38.7845596693839, 38.550829466709 38.7846718289396, 38.5509466454457 38.7847894194504, 38.5511028880542 38.7850241961871, 38.551228037649 38.7852614565299, 38.5513481133085 38.7854462187737, 38.5513890170634 38.785587790223, 38.5514118305984 38.7860385215171, 38.551379007293 38.7862648891532, 38.5512864294419 38.7865262339199, 38.5509977928529 38.7865581972709, 38.5507995994447 38.7865229256818, 38.5502985366983 38.786373959881, 38.5497430911339 38.7861731387632, 38.549585832515 38.7862147670009, 38.5494931433645 38.7861126306167, 38.5490751916942 38.7862518831622, 38.548882831623 38.786210003486, 38.5483864513697 38.7859578087796, 38.5479096584418 38.7857715971299, 38.5480569647753 38.7861896860906, 38.5486356483457 38.7864143260503, 38.5487073523518 38.7865518363113, 38.5481148816616 38.7868205302016));3;1;POLYGON ((38.550256511199 38.785686030324, 38.550466059031 38.786169998017, 38.549638952259 38.785725250655, 38.549468570008 38.785222301344, 38.549295751817 38.785117188662, 38.549578572029 38.784925080852, 38.550256511199 38.785686030324))
