"ilad";"ilcead";"mahallead";"tha_ihdas_adano";"tha_ihdas_parselno";"mukerrer_adano";"mukerrer_parselno";"kesisen_alan_m2";"islemtanimad";"basvuruno";"kad_basvuru_olusturmatarihi";"kad_fenkayitno";"kad_fenkayittarih";"tescilyevmiyeno";"tesciltarih";"olusanparselid";"tha_geom";"mukerrer_parsel_durum";"mukerrer_parsel_onaydurum";"mukerrer_parsel_geom"
AFYONKARAHİSAR;İHSANİYE;GAZLIGÖL;"0";"1495";"0";"738";144.13;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11979116;2026-06-18 14:47:35.000;459;2026-06-18 16:36:34.000;19050;2026-06-22 14:00:39.000;752368063;POLYGON ((30.4973644950661 38.9446945919761, 30.4973711468087 38.9446725848683, 30.4974139875161 38.9445307113423, 30.497473741216 38.9443331882645, 30.4974924564113 38.9442713157405, 30.4975363133272 38.944126375215, 30.4976825591857 38.9441245809857, 30.4976989952177 38.9441162238522, 30.4977224510206 38.9440725266286, 30.4978196586905 38.944068419087, 30.4978640110517 38.9439944569644, 30.4978943216449 38.9439578465583, 30.4979312583446 38.9439285941994, 30.4979778055572 38.943904615384, 30.4979915079417 38.9439012240997, 30.4981027549875 38.9438759784393, 30.4980963624744 38.9438881119881, 30.4978970760211 38.9442877367482, 30.4978415107971 38.9443991596193, 30.4976602596979 38.944762871213, 30.4976021576568 38.9447510485171, 30.497397472957 38.9447094943543, 30.4973766444827 38.9447000349196, 30.4973644950661 38.9446945919761));3;1;POLYGON ((30.497377743282 38.9441622355, 30.497597040171 38.944185696827, 30.497537312268 38.944383199606, 30.497301973854 38.944309460397, 30.497377743282 38.9441622355))
AFYONKARAHİSAR;İHSANİYE;GAZLIGÖL;"0";"1495";"0";"689";173.35;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11979116;2026-06-18 14:47:35.000;459;2026-06-18 16:36:34.000;19050;2026-06-22 14:00:39.000;752368063;POLYGON ((30.4973644950661 38.9446945919761, 30.4973711468087 38.9446725848683, 30.4974139875161 38.9445307113423, 30.497473741216 38.9443331882645, 30.4974924564113 38.9442713157405, 30.4975363133272 38.944126375215, 30.4976825591857 38.9441245809857, 30.4976989952177 38.9441162238522, 30.4977224510206 38.9440725266286, 30.4978196586905 38.944068419087, 30.4978640110517 38.9439944569644, 30.4978943216449 38.9439578465583, 30.4979312583446 38.9439285941994, 30.4979778055572 38.943904615384, 30.4979915079417 38.9439012240997, 30.4981027549875 38.9438759784393, 30.4980963624744 38.9438881119881, 30.4978970760211 38.9442877367482, 30.4978415107971 38.9443991596193, 30.4976602596979 38.944762871213, 30.4976021576568 38.9447510485171, 30.497397472957 38.9447094943543, 30.4973766444827 38.9447000349196, 30.4973644950661 38.9446945919761));3;1;POLYGON ((30.497725336448 38.944605951505, 30.49768385681 38.944687757375, 30.497466146364 38.944620457904, 30.497499823648 38.944554938142, 30.497520652096 38.944564397555, 30.497725336448 38.944605951505))
AFYONKARAHİSAR;İHSANİYE;GAZLIGÖL;"0";"1495";"0";"737";108.38;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11979116;2026-06-18 14:47:35.000;459;2026-06-18 16:36:34.000;19050;2026-06-22 14:00:39.000;752368063;POLYGON ((30.4973644950661 38.9446945919761, 30.4973711468087 38.9446725848683, 30.4974139875161 38.9445307113423, 30.497473741216 38.9443331882645, 30.4974924564113 38.9442713157405, 30.4975363133272 38.944126375215, 30.4976825591857 38.9441245809857, 30.4976989952177 38.9441162238522, 30.4977224510206 38.9440725266286, 30.4978196586905 38.944068419087, 30.4978640110517 38.9439944569644, 30.4978943216449 38.9439578465583, 30.4979312583446 38.9439285941994, 30.4979778055572 38.943904615384, 30.4979915079417 38.9439012240997, 30.4981027549875 38.9438759784393, 30.4980963624744 38.9438881119881, 30.4978970760211 38.9442877367482, 30.4978415107971 38.9443991596193, 30.4976602596979 38.944762871213, 30.4976021576568 38.9447510485171, 30.497397472957 38.9447094943543, 30.4973766444827 38.9447000349196, 30.4973644950661 38.9446945919761));3;1;POLYGON ((30.497301781063 38.944311873132, 30.497537236542 38.94438558836, 30.497494319855 38.94452751765, 30.497232955611 38.944445550434, 30.497301781063 38.944311873132))
AFYONKARAHİSAR;İHSANİYE;GAZLIGÖL;"0";"1495";"0";"688";201.21;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11979116;2026-06-18 14:47:35.000;459;2026-06-18 16:36:34.000;19050;2026-06-22 14:00:39.000;752368063;POLYGON ((30.4973644950661 38.9446945919761, 30.4973711468087 38.9446725848683, 30.4974139875161 38.9445307113423, 30.497473741216 38.9443331882645, 30.4974924564113 38.9442713157405, 30.4975363133272 38.944126375215, 30.4976825591857 38.9441245809857, 30.4976989952177 38.9441162238522, 30.4977224510206 38.9440725266286, 30.4978196586905 38.944068419087, 30.4978640110517 38.9439944569644, 30.4978943216449 38.9439578465583, 30.4979312583446 38.9439285941994, 30.4979778055572 38.943904615384, 30.4979915079417 38.9439012240997, 30.4981027549875 38.9438759784393, 30.4980963624744 38.9438881119881, 30.4978970760211 38.9442877367482, 30.4978415107971 38.9443991596193, 30.4976602596979 38.944762871213, 30.4976021576568 38.9447510485171, 30.497397472957 38.9447094943543, 30.4973766444827 38.9447000349196, 30.4973644950661 38.9446945919761));3;1;POLYGON ((30.49768385681 38.944687757375, 30.49761591289 38.94482175549, 30.497397399483 38.944754205792, 30.497446768362 38.944658158094, 30.497466146364 38.944620457904, 30.49768385681 38.944687757375))
AFYONKARAHİSAR;MERKEZ;GEBECELER;"0";"8094";"0";"3706";112.22;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11932549;2026-06-08 17:18:15.000;1682;2026-06-08 17:18:22.000;33012;2026-06-10 11:42:57.000;752083134;POLYGON ((30.7460978803266 38.789489741317, 30.7468850297772 38.7893010006804, 30.7470463010842 38.7896379555804, 30.7467526144281 38.7897074331086, 30.7465997554968 38.7895034009972, 30.7461797590021 38.7896328818768, 30.7460978803266 38.789489741317));3;1;POLYGON ((30.747044519598 38.789652928632, 30.746864087227 38.789311034087, 30.746085570472 38.789502575803, 30.746030930235 38.789424685633, 30.745861283508 38.789446552393, 30.745885179018 38.789224784544, 30.746965990462 38.788918226153, 30.747061816149 38.789227276232, 30.74728591611 38.789573146611, 30.747044519598 38.789652928632))
AFYONKARAHİSAR;MERKEZ;HALIMORU;"0";"4257";"0";"1026";110.79;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11961335;2026-06-15 14:53:36.000;1779;2026-06-15 14:54:30.000;34589;2026-06-16 16:26:39.000;752271492;POLYGON ((30.6091005822907 38.6704291135725, 30.6091026603578 38.6704175457202, 30.6093217542962 38.6704571533418, 30.6095624073289 38.6706156475646, 30.6103038985468 38.6709172146387, 30.6097274823279 38.6708579893148, 30.6095224343779 38.6708036466358, 30.6089936762372 38.6710404978807, 30.6090736792892 38.6711000327755, 30.6089085407035 38.6711980976528, 30.6090156302639 38.6712921305703, 30.6089208486457 38.6713505610052, 30.6086465946395 38.6711328812582, 30.6082628443801 38.6710090326311, 30.6081648975824 38.6708689604724, 30.6078590772385 38.6708328134254, 30.6078390836334 38.6707015071619, 30.6081392496359 38.6706557203978, 30.6091005822907 38.6704291135725));3;1;POLYGON ((30.608133570757 38.670667324985, 30.60820422718 38.670091664465, 30.609159315633 38.670049684674, 30.609098677883 38.670443041708, 30.608133570757 38.670667324985))
AFYONKARAHİSAR;MERKEZ;SÜLÜMENLİ;"0";"9842";"0";"3543";110.54;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11924013;2026-06-05 13:53:51.000;1637;2026-06-05 13:54:06.000;33734;2026-06-12 14:22:06.000;752020960;POLYGON ((30.7165137700887 38.6806610288765, 30.7165326729717 38.6807523475925, 30.7165853248157 38.6808154571866, 30.7166428162826 38.6808988125246, 30.7166989162641 38.6809433409389, 30.7168410432307 38.6809543472875, 30.7168770441542 38.6809727874544, 30.7169124696008 38.68107020872, 30.7168369351137 38.6811220144385, 30.7166871075977 38.6811682410845, 30.7165487495117 38.6812053355575, 30.7164507969455 38.6812105451515, 30.7163145843925 38.6809724769202, 30.7162820654902 38.6808492990773, 30.7162473734254 38.6807665206121, 30.7161896367605 38.6806580572292, 30.7160942172508 38.6805414560407, 30.7160274936084 38.6804721513967, 30.7159151883267 38.6803677872115, 30.7158903654669 38.6803446984288, 30.7159177807364 38.6803338471443, 30.7159588422657 38.6803246779087, 30.7159712715599 38.6803218634007, 30.7160236693148 38.6802982119295, 30.716048248384 38.6802426081156, 30.716048104773 38.6802362673487, 30.7160478737496 38.6802050019259, 30.7160303941236 38.6801772831425, 30.7160146356052 38.6801654439691, 30.7159265256858 38.6801561194426, 30.7158973275241 38.6801500433995, 30.71583387399 38.6801188527388, 30.7158267717854 38.6801153740617, 30.7157621785435 38.6800972217779, 30.7156872241041 38.6800945275534, 30.7156457012795 38.6800896740282, 30.7155916754538 38.6800663764801, 30.7155703270048 38.6800448067459, 30.7155666709013 38.6800134721908, 30.7155838987666 38.6799766771431, 30.7155826615608 38.6799459043051, 30.7155707029961 38.6799105759336, 30.71553612186 38.6798780613164, 30.7154586788439 38.6798319905304, 30.7154266761756 38.6798033605836, 30.7154287789773 38.6797173849284, 30.7155005120647 38.6794706086636, 30.7155558593047 38.6793853164025, 30.7156029596207 38.6792780495195, 30.715620072391 38.6792431117409, 30.716487352651 38.6792307769289, 30.716486664456 38.6792080352509, 30.716839689349 38.6792016924339, 30.717579235912 38.6791884015049, 30.7183330042721 38.6791756580203, 30.7174783928616 38.6792733294065, 30.7173766593542 38.6792852133306, 30.7172437401563 38.6793146918694, 30.7171589554766 38.6793471541037, 30.7171258016833 38.6793598424611, 30.71689930324 38.6794387807496, 30.716819635559 38.6794808049224, 30.7167868886408 38.6795193256938, 30.7164797558639 38.6795203784185, 30.7161019274007 38.6795216649344, 30.716056504151 38.6795578399405, 30.716050559976 38.6795956199316, 30.7160511955422 38.6796594198524, 30.7160652028559 38.6797181204567, 30.7160790807949 38.679763832285, 30.7161207870825 38.679829794945, 30.7161441323172 38.6798522261333, 30.7161596340201 38.679867129589, 30.7161854665702 38.6798969861665, 30.7161920934392 38.6799219608684, 30.7162153037007 38.6799458341515, 30.7162348268735 38.6799837284676, 30.7162531254309 38.6800267378252, 30.7162595609362 38.6800509570206, 30.7162624146086 38.6800617041322, 30.7162587774105 38.680080733324, 30.7163328032368 38.6802773755344, 30.7164096097207 38.6804534777665, 30.7165137700887 38.6806610288765));3;1;POLYGON ((30.715424084313 38.681969652018, 30.71500989452 38.68132957287, 30.716287480914 38.680833896988, 30.716467996943 38.681193390318, 30.716365515978 38.681259568621, 30.716321222191 38.681290430179, 30.716327406732 38.681351572959, 30.716406695782 38.681475633738, 30.71554623575 38.681857877748, 30.715424084313 38.681969652018))
AFYONKARAHİSAR;SANDIKLI;AKHARIM;"453";"1";"0";"6015-P1";1502.64;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);12024251;2026-06-29 19:11:50.000;467;2026-06-29 19:15:28.000;10503;2026-07-01 12:13:04.000;752662995;POLYGON ((30.231727424515 38.6353989677419, 30.231750680838 38.6353349931149, 30.231946816329 38.6351478302859, 30.231947744972 38.6351469859179, 30.231951666341 38.635150158394, 30.23233844337 38.6354236944349, 30.232350278171 38.635455952853, 30.231752385902 38.6355985688019, 30.231729660368 38.6354613632649, 30.231727424515 38.6353989677419));3;1;POLYGON ((30.231947744972 38.635146985917, 30.231951666341 38.635150158393, 30.23233844337 38.635423694434, 30.232350278171 38.635455952852, 30.231752385902 38.635598568801, 30.231729660368 38.635461363264, 30.231727424515 38.635398967741, 30.231750680838 38.635334993114, 30.231946816329 38.635147830285, 30.231947744972 38.635146985917))
ANKARA;YENİMAHALLE;YUVA;"167";"17";"148";"11";770.13;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11995508;2026-06-23 11:25:11.000;1381;2026-06-23 11:33:02.000;46417;2026-06-24 10:40:04.000;752516292;POLYGON ((32.724197964727 40.0247546466401, 32.7241364080118 40.024695029665, 32.7239025044157 40.0244434700424, 32.7238476053894 40.0243843652981, 32.7238506648053 40.0243741695505, 32.723986231724 40.0244077872018, 32.724261127728 40.0245613934057, 32.7244534963627 40.0246707039476, 32.7242823662467 40.0247637999109, 32.724197964727 40.0247546466401));3;1;POLYGON ((32.724167479763 40.032027834393, 32.724127564062 40.032047949516, 32.723959767427 40.032146373576, 32.723883663736 40.032182254265, 32.723385873333 40.031824231103, 32.723139343536 40.031845514791, 32.722280132818 40.031289706754, 32.721169746014 40.030413596276, 32.720200825314 40.029768710405, 32.719986122887 40.029463160017, 32.719957067913 40.029001629647, 32.7193775844 40.02815570803, 32.71892129109 40.027754987082, 32.718227853003 40.027209588252, 32.718540438059 40.026697011565, 32.718796669094 40.026178842251, 32.719001959171 40.025874222239, 32.719005827983 40.025954602417, 32.718988161935 40.026152190303, 32.718989506418 40.026281908986, 32.719001480483 40.026436888644, 32.719021273317 40.026621814653, 32.719044041907 40.02682243656, 32.719056072769 40.026874521207, 32.719084154569 40.026927707489, 32.719118794173 40.026973830827004, 32.719217188768 40.027058681954, 32.719311294326 40.02711533339, 32.719426612313 40.027178610584, 32.719600536445 40.027224980884, 32.719711531619 40.027210209158, 32.719909124195 40.027173464544, 32.720033562591 40.027163768439, 32.72030530311 40.027163704156, 32.720550501792 40.027143590606, 32.72076693897 40.027127721168, 32.721002819644 40.027083925089, 32.721240265968 40.027042518915, 32.721438648334 40.0270085745, 32.72165456223 40.026970547059, 32.721878216974 40.026934591179, 32.722075459673 40.026866374594, 32.722018151832 40.026384644747, 32.722150811676 40.025672117521, 32.722566925159 40.025309384056, 32.722728429512 40.0251548915, 32.722250986989 40.02456482109, 32.722315958229 40.024551706593, 32.722553316657 40.024539756582, 32.722753919162 40.024515379738, 32.722976942122 40.024482311181, 32.723207033142 40.024423231325, 32.723392797209 40.024377140145, 32.72353409564 40.024347099612, 32.723669848622 40.024329331038, 32.72398623173 40.024407787194, 32.724158782085 40.024505502294, 32.724261127728 40.024561393405, 32.724592568519 40.024749729469, 32.724679073263 40.02478826626, 32.724873193434 40.024908888729, 32.725026627274 40.025032776012, 32.725180121313 40.025103538516, 32.725140099696 40.025188367003, 32.725346260253 40.025258197486, 32.725507399666 40.025298119029, 32.725922487253 40.025647099775, 32.725944739077 40.025677953397, 32.725862055874 40.025704923851, 32.72593373592 40.025814702233, 32.726012331433 40.02578389936, 32.726093900303 40.025754975344, 32.72610408516 40.0259705794, 32.726119197768 40.026140380865, 32.726110503026 40.026272777594, 32.726042974065 40.026444539437, 32.726052172673 40.02665169046, 32.725388983798 40.026691406565, 32.725448158707 40.02711603016, 32.72550657826 40.02740017114, 32.72541523532 40.027382967122, 32.725199113315 40.027344295803, 32.724964826224 40.027320188925, 32.724733830592 40.027296242496, 32.724509676605 40.027265629317, 32.724308623983 40.027245733928, 32.724040595529 40.027245240059, 32.723871647234 40.027229085866, 32.723742909094 40.027228508839, 32.723569993391 40.027249865373, 32.722587449344 40.028220996455, 32.721699172432 40.028848396697, 32.721614784917 40.028954859421, 32.721429955287 40.029331260807, 32.721345545628 40.029474324965, 32.721380510934 40.029853189013, 32.721896636758 40.030672803988, 32.722379696307 40.030793852376, 32.722803250026 40.031217408774, 32.723561275236 40.031632825818, 32.723775611244 40.031759257254, 32.723907254561 40.0318340679, 32.72400378508 40.031896704489, 32.724131242745 40.031958046641, 32.724167479763 40.032027834393), (32.720614321844 40.028890183666, 32.720646183438 40.028066999447, 32.721025030177 40.027776523211, 32.721285202259 40.027705495129, 32.721640589676 40.02813911744, 32.721482160123 40.02886345591, 32.720614321844 40.028890183666))
BALIKESİR;GÖMEÇ;KEMALPAŞA;"959";"2";"959";"1";1349.34;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11908751;2026-06-02 14:12:47.000;426;2026-06-02 14:12:55.000;3954;2026-06-05 10:03:19.000;751905725;POLYGON ((26.8185976422641 39.4036712754471, 26.8188860660378 39.4038533756498, 26.8186420728993 39.4041883025923, 26.8183543467197 39.4040176412769, 26.8185976422641 39.4036712754471));3;1;POLYGON ((26.818597642264 39.403671275447, 26.818886066038 39.40385337565, 26.818642072899 39.404188302592, 26.81835434672 39.404017641277, 26.818597642264 39.403671275447))
BATMAN;KOZLUK;TEPECİK;"391";"20";"391";PARK3;429.68;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);12025769;2026-06-30 10:19:06.000;339;2026-06-30 10:22:44.000;4137;2026-07-01 15:39:10.000;752661550;POLYGON ((41.490196448461 38.1724129572951, 41.490355567522 38.172283477295, 41.49049113038 38.1721731651541, 41.490618787063 38.172069286087, 41.490635115358 38.172032636334, 41.490667067428 38.17196091805, 41.49065446973 38.1721163654231, 41.490303133205 38.172453183543, 41.490196448461 38.1724129572951));3;1;POLYGON ((41.490196448461 38.172412957294, 41.490355567522 38.172283477294, 41.49049113038 38.172173165153, 41.490618787063 38.172069286086, 41.490635115358 38.172032636333, 41.490667067428 38.171960918049, 41.49065446973 38.172116365422, 41.490303133205 38.172453183542, 41.490196448461 38.172412957294))
BATMAN;KOZLUK;TEPECİK;"391";"22";"391";PARK2;1098.59;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);12025792;2026-06-30 10:21:16.000;341;2026-06-30 10:22:53.000;4141;2026-07-01 16:32:07.000;752661607;POLYGON ((41.490785713508 38.17188530065, 41.490582531417 38.171624735677, 41.4914505585625 38.1711550002312, 41.4914919744028 38.1711646630797, 41.4915095137991 38.1711978608302, 41.491166061946 38.171361124452, 41.491012950297 38.171405415325, 41.490891843251 38.171704706919, 41.490812029309 38.171868526618, 41.490785713508 38.17188530065));3;1;POLYGON ((41.490785693059 38.171885312639, 41.490582490352 38.17162472122, 41.491450558229 38.171154963732, 41.49149197407 38.171164626581, 41.491509528485 38.171197852803, 41.49116606195 38.171361123404, 41.491012950301 38.171405414277, 41.490891843255 38.171704705871, 41.490812029313 38.17186852557, 41.490785693059 38.171885312639))
BATMAN;KOZLUK;TEPECİK;"391";"21";"391";PARK1;1347.25;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);12025779;2026-06-30 10:20:14.000;340;2026-06-30 10:22:49.000;4139;2026-07-01 16:04:34.000;752661577;POLYGON ((41.49039354689 38.171295038566, 41.49053210935 38.1712836873544, 41.490659328457 38.17131732396, 41.490816033576 38.171281080627, 41.490892369027 38.171325415835, 41.490998911878 38.171298138111, 41.490991809466 38.1711532916661, 41.491006063878 38.1710861726881, 41.491021321076 38.171085659352, 41.491428064975 38.1710719735421, 41.491419145642 38.1710955082681, 41.490560903746 38.171559948518, 41.490481535305 38.1714343158421, 41.49039354689 38.171295038566));3;1;POLYGON ((41.490560881328 38.171559959604, 41.490393518293 38.171295039865, 41.490532145203 38.171283666091, 41.490659328461 38.171317322912, 41.490816030029 38.171281077517, 41.490892369031 38.171325414787, 41.490998884027 38.171298140623, 41.490991781617 38.171153294182, 41.491006036592 38.171086172558, 41.49102132108 38.171085658304, 41.491428064979 38.171071972494, 41.491419145646 38.17109550722, 41.490560881328 38.171559959604))
BİLECİK;GÖLPAZARI;REŞADİYE;"38";"50";"38";"26/PARK";1238.32;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11903338;2026-06-01 14:21:15.000;359;2026-06-01 14:23:47.000;4805;2026-06-03 09:47:50.000;751910691;POLYGON ((30.2991756317388 40.2759216914644, 30.2991771342041 40.275907127366, 30.2992700761793 40.2755435341355, 30.2992720315818 40.2755355756014, 30.2995593836352 40.2755485110417, 30.2995568599729 40.2759398990412, 30.2991756317388 40.2759216914644));3;1;POLYGON ((30.299177143897 40.275907089429, 30.299270076179 40.275543534136, 30.299272035893 40.275535558054, 30.299559391201 40.275548493641, 30.299556867421 40.275939899901, 30.299175631687 40.275921691964, 30.299177143897 40.275907089429))
BİLECİK;GÖLPAZARI;REŞADİYE;"39";"41";"39";"35/P";2094.47;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11903371;2026-06-01 14:23:35.000;357;2026-06-01 14:23:40.000;4803;2026-06-03 09:44:35.000;751910536;POLYGON ((30.2981621537196 40.2747099555636, 30.2981434365142 40.2746312006757, 30.2981075721876 40.2744962077814, 30.2980956963799 40.2744692212924, 30.2980616694872 40.2744396361132, 30.2980602415305 40.2744344490306, 30.2977986930861 40.2742358485444, 30.2981836065018 40.2740078854991, 30.2981936799277 40.2740231883958, 30.2982425077498 40.2741216874672, 30.2982598445707 40.2741697139103, 30.2982888245559 40.2742705997089, 30.298312655256 40.2743425837928, 30.2983374567226 40.2743911664661, 30.2983613080556 40.2744372140232, 30.2984078106316 40.2745007685837, 30.2985097162425 40.2746146807482, 30.2985677660828 40.2746780115875, 30.2981621537196 40.2747099555636));3;1;POLYGON ((30.297798693086 40.274235848544, 30.298183606502 40.274007885499, 30.298193679928 40.274023188396, 30.29824250775 40.274121687467, 30.298259844571 40.27416971391, 30.298288824556 40.274270599709, 30.298312655256 40.274342583793, 30.298337456723 40.274391166466, 30.298361308056 40.274437214023, 30.298407810632 40.274500768584, 30.298509716243 40.274614680748, 30.298617463091 40.27473222959, 30.298673331289 40.27481445309, 30.298722959805 40.274870610689, 30.298745536105 40.274888351305, 30.298828171333 40.274950382565, 30.298878596596 40.27496588008, 30.2987270275 40.27495556781, 30.298624140544 40.274821080556, 30.298497070987 40.274810701488, 30.298497173375 40.274807792294, 30.298458048863 40.274807514124, 30.298177703255 40.274784614833, 30.298173382783 40.274757203103, 30.298143436514 40.274631200676, 30.298107572188 40.274496207781, 30.29809569638 40.274469221292, 30.298061669487 40.274439636113, 30.298060241531 40.274434449031, 30.297798693086 40.274235848544))
BURSA;KARACABEY;CANBALI;"665";"3";"665";"2";126.06;İmar Planı İçerisindeki Tespit Dışı Alanda İdari Yoldan Tescil (TDA-ihale);11909842;2026-06-02 16:04:47.000;1001;2026-06-02 16:05:14.000;14081;2026-06-10 11:31:11.000;751910486;POLYGON ((28.3452130835995 40.2067576381278, 28.3452705097565 40.2068354599555, 28.3452904123929 40.2068627638325, 28.3452434653418 40.2068940901908, 28.3452322946272 40.2069172313529, 28.3451699735088 40.20704662379, 28.3451102391524 40.2071705235278, 28.3449561065828 40.2072227082976, 28.3449194944077 40.2069380266974, 28.3448322437015 40.2069003554282, 28.3440280604978 40.207027800133, 28.3438848796913 40.2068140486852, 28.3438771339014 40.2068024288279, 28.3437457264418 40.2067531250883, 28.3437339831627 40.2067487084844, 28.3433996599911 40.2068206451133, 28.3426851817234 40.206980125455, 28.3426060945566 40.2068737343224, 28.3427222284529 40.2068487411267, 28.3428057218017 40.2068133516563, 28.3428997534497 40.2067733467258, 28.3430666296551 40.2067300878477, 28.3430852549246 40.2067252596523, 28.3431669437413 40.2067323154869, 28.343178118388 40.2067332806889, 28.3432552577211 40.2067399435019, 28.3433374141312 40.2067377598785, 28.3433715302011 40.2067368531003, 28.3434524727475 40.2067258453477, 28.3434640359655 40.2067242727993, 28.3434890561642 40.206720870173, 28.3435556785709 40.2066700805811, 28.3436139730951 40.2066256396667, 28.3436838734988 40.2065785198674, 28.3437533085056 40.2065324748987, 28.3437738962972 40.2065188223397, 28.3438519442466 40.2064990307925, 28.3439429418968 40.2064759553622, 28.3441686811714 40.2063723730679, 28.3442798982056 40.2063502026929, 28.3443594587026 40.2063343427631, 28.344438883787 40.2063215423836, 28.3445535954313 40.2063037489435, 28.3446455577121 40.2062890133167, 28.3447149281554 40.2062778976521, 28.3448085247869 40.2062650733098, 28.3448459325612 40.2062600646131, 28.3452130835995 40.2067576381278));3;1;POLYGON ((28.344213476856 40.207577607045, 28.343610522429 40.207795145653, 28.343208736405 40.206960429171, 28.343882474324 40.206806323296, 28.344021946136 40.2070128371, 28.344834833765 40.20689140486, 28.344921385697 40.206930152033, 28.344957983679 40.207216798571, 28.345112488628 40.20716136207, 28.345180750104 40.207030140249, 28.345401865245 40.20733324197, 28.345290499794 40.207392960353, 28.344941371853 40.207489275461, 28.344580922508 40.207498764863, 28.344213476856 40.207577607045))
ÇANAKKALE;ÇAN;KARŞIYAKA;"553";"280";"49";Y_ALAN;393.52;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11979774;2026-06-18 15:45:38.000;745;2026-06-18 15:45:47.000;5820;2026-06-19 12:05:36.000;752366916;POLYGON ((27.0616931691 40.0297398347218, 27.061936446676 40.0298331103897, 27.061741025584 40.0299395280498, 27.0615857655071 40.030003338151, 27.0616316758 40.0298453808827, 27.0616931691 40.0297398347218));3;1;POLYGON ((27.061585767605 40.030003337288, 27.0616316758 40.029845380882, 27.0616931691 40.029739834721, 27.061936446676 40.029833110389, 27.061741025583 40.029939526977, 27.061585767605 40.030003337288))
ÇANAKKALE;ÇAN;KARŞIYAKA;"874";"1";"49";PARK;555.97;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11979996;2026-06-18 16:05:48.000;746;2026-06-18 16:06:05.000;5821;2026-06-19 12:15:13.000;752367206;POLYGON ((27.0618353915725 40.0294953203096, 27.0621050491096 40.0296440268763, 27.062104379957 40.0296664475568, 27.062016290913 40.0297607266968, 27.061975217822 40.0297775333767, 27.061726702081 40.0296821847638, 27.0618353915725 40.0294953203096));3;1;POLYGON ((27.06172670208 40.029682183691, 27.06183776066 40.029491247265, 27.062105121235 40.029641610235, 27.062104379957 40.029666447556, 27.062016290913 40.029760726696, 27.061975217822 40.029777533376, 27.06172670208 40.029682183691))
DİYARBAKIR;SİLVAN;YUVA;"0";"1769";"472";"1";15013.45;Plan Fonksiyon Değişikliği Nedeni ile İhdas(İhale);11695463;2026-04-01 15:52:52.000;263;2026-04-01 15:53:10.000;4942;2026-04-06 13:00:34.000;750336176;POLYGON ((41.091290300385 38.066522627716, 41.094113207349 38.066122575511, 41.094285907617 38.066313343668, 41.094355357168 38.066375430061, 41.094420329463 38.066448315433, 41.095513651754 38.06621993065, 41.095423015525 38.066984592415, 41.095253620501 38.067001665572, 41.094390074138 38.067157223138, 41.094247556784 38.06710598746, 41.094047677595 38.067144860525, 41.093956771564 38.067093515276, 41.093903056973 38.067023851957, 41.093769535013 38.066880486381, 41.09372195985 38.066910249053, 41.093686809591 38.06695882696, 41.093422528161 38.067050070301, 41.093376079703 38.067183311657, 41.093265485034 38.067220682576, 41.093078160369 38.067312295809, 41.093039180078 38.06751170093, 41.092929588088 38.067584273927, 41.092922199883 38.067716819274, 41.09282848239 38.067762716719, 41.092751336803 38.067646254192, 41.092641064048 38.067651206465, 41.092505596242 38.067799364491, 41.092322329072 38.067833524982, 41.092184893589 38.067716710046, 41.092178354881 38.067487219245, 41.09211823495 38.067380647358, 41.091913069538 38.067386012074, 41.091946116687 38.067582152658, 41.091934538214 38.067747650817, 41.091781951084 38.06788287147, 41.091072312539 38.0665808665, 41.091290300385 38.066522627716));3;1;POLYGON ((41.09413169954 38.066182618364, 41.095213327059 38.066945366976, 41.09447183043 38.066847600839, 41.091568957067 38.066776444878, 41.091338642931 38.066543945063, 41.091339947742 38.066543829858, 41.09413169954 38.066182618364))
